Data,Unidade Origem,Unidade Destino,Documento,Produto (Saída),Produto (Entrada),Espécie,Valor Saída (R$),Valor Entrada (R$),Diferença (R$),Qtd Saída,Qtd Entrada,Diferença Qtd,Status,Tipo de Divergência,Qualidade Match,Observações,Detalhes Produto
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,AGULHA DESC. 40 X12,-,MATERIAIS HOSPITALARES,0.21,,,3.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5068618,COMPRESSA DE GAZE NAO ESTERIL C/ 500 FLS,COMPRESSA DE GAZE NAO ESTERIL C/ 500 FLS,MATERIAIS HOSPITALARES,15.44,15.22,0.22,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068618, Qtd:1.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.12,,,2.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.19,,,3.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,"AGULHA DESC. 13X4,5",-,MATERIAIS HOSPITALARES,0.12,,,2.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5069260,COMPRESSA DE GAZE NAO ESTERIL C/ 500 FLS,COMPRESSA DE GAZE NAO ESTERIL C/ 500 FLS,MATERIAIS HOSPITALARES,15.44,15.22,0.22,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5069260, Qtd:1.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.04,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.15,,,4.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.11,,,3.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,AGULHA DESC. 25X7,-,MATERIAIS HOSPITALARES,0.11,,,3.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"FENTANILA  0,05MG/ML  AMP 2ML (FENTANIL) (M.A.R)",-,MEDICAMENTOS HOSPITALARES,1.92,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,TUBO ENDOTRAQUEAL 7.0 C/BALAO,-,MATERIAIS HOSPITALARES,3.15,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"FIO MONONYLON 6-0 45CM 3/8 AG 1,9CM ( 14500 T )",-,MATERIAIS HOSPITALARES,4.91,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,AGUA PARA INJEÇÃO FR 1000ML (M.A.R),-,MEDICAMENTOS HOSPITALARES,28.28,,,4.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,AGUA PARA INJEÇÃO FR 1000ML (M.A.R),-,MEDICAMENTOS HOSPITALARES,7.07,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,SONDA FOLEY Nº 16 2 VIAS C/BALAO,-,MATERIAIS HOSPITALARES,2.27,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"NEOSTIGMINA METILSULFATO 0,5MG/1ML (PROSTIGMINA)",-,MEDICAMENTOS HOSPITALARES,6.21,,,6.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,SONDA FOLEY Nº 14 2 VIAS C/BALAO,-,MATERIAIS HOSPITALARES,2.16,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,SONDA FOLEY Nº 14 2 VIAS C/BALAO,-,MATERIAIS HOSPITALARES,2.16,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5068618,MICROPORE (50CM X 10M),MICROPORE (50CM X 10M),MATERIAIS HOSPITALARES,20.27,19.7,0.57,2.0,2.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068618, Qtd:2.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5069260,MICROPORE (50CM X 10M),MICROPORE (50CM X 10M),MATERIAIS HOSPITALARES,30.4,29.55,0.85,3.0,3.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5069260, Qtd:3.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,SONDA DE ASPIRAÇÃO NR 14,-,MATERIAIS HOSPITALARES,0.61,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,FIXADOR DE TUBO ENDOTRAQUEAL,-,MATERIAIS HOSPITALARES,12.1,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,FIXADOR DE TUBO ENDOTRAQUEAL,-,MATERIAIS HOSPITALARES,12.1,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,DEXAMETASONA 4MG/ML AMP 2.5ML (DECADRON),-,MEDICAMENTOS HOSPITALARES,0.68,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,DEXAMETASONA 4MG/ML AMP 2.5ML (DECADRON),-,MEDICAMENTOS HOSPITALARES,0.68,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,4.82,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,"ATADURA CREPON 20CMX4,5M",-,MATERIAIS HOSPITALARES,1.84,,,2.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070167,"CLORETO DE SODIO 0,9% 500ML - FR","CLORETO DE SODIO 0,9% 500ML - FR",MEDICAMENTOS HOSPITALARES,128.91,132.3,-3.39,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5070167, Qtd:30.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"ATADURA CREPON 20CMX4,5M",-,MATERIAIS HOSPITALARES,1.84,,,2.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,"ATADURA CREPON 20CMX4,5M",-,MATERIAIS HOSPITALARES,1.84,,,2.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,DEXAMETASONA 4MG/ML AMP 2.5ML (DECADRON),-,MEDICAMENTOS HOSPITALARES,0.68,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5068495,MORFINA 0.2MG 1ML (DIMORF) - AMP,MORFINA 0.2MG 1ML (DIMORF) - AMP,MEDICAMENTOS HOSPITALARES,38.77,37.38,1.39,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068495, Qtd:10.0)",Quantidade exata
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5068495,MORFINA 10 MG/ML 1ML (DIMORF) - AMP,MORFINA 10 MG/ML 1ML (DIMORF) - AMP,MEDICAMENTOS HOSPITALARES,51.94,52.82,-0.88,28.0,28.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068495, Qtd:28.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,LAMINA DE BISTURI NR 15 DESC.,-,MATERIAIS HOSPITALARES,0.69,,,3.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9382694,IOPROMIDA 769MG FR (ULTRAVIST 370MG/100ML),IOPROMIDA 100ML (ULTRAVIST),MEDICAMENTOS HOSPITALARES,1330.16,1330.16,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓9382694 | Prod:48% | Esp:✓ | Data:mesma | Valor:≈,Texto:65% | Princípio:73% | Palavras:3
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,LAMINA DE BISTURI NR 11 DESC.,-,MATERIAIS HOSPITALARES,0.44,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,BISTURI DESCARTAVEL N 21,-,MATERIAIS HOSPITALARES,1.45,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,AGULHA P/ RAQUI 25GX3 1/2,-,MATERIAIS HOSPITALARES,17.73,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,AGULHA P/ RAQUI 25GX3 1/2,-,MATERIAIS HOSPITALARES,17.73,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,SERINGA ROSCA DESC. 10 ML S/AGULHA ( LUER LOCK ),-,MATERIAIS HOSPITALARES,0.64,,,3.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SANTA CRUZ - REDE CASA,5068807,AMINOFILINA 0.24G 10 ML - AMP,"AMINOFILINA 0,24G AMP 10ML",MEDICAMENTOS HOSPITALARES,42.97,42.97,0.0,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068807, Qtd:20.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9382728,ESPIRONOLACTONA COMP 25MG (ALDACTONE),ESPIRONOLACTONA COMP 25MG (ALDACTONE),MEDICAMENTOS HOSPITALARES,24.9,25.2,-0.3,120.0,120.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9382728, Qtd:120.0)",Quantidade exata
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSP.EVANGELICO - REDE CASA,5068983,OXIMETAZOLINA CLORIDRATO NASAL ADULTO 30ML - FR,OXIMETAZOLINA CLORIDRATO NASAL ADULTO 30ML - FR,MEDICAMENTOS HOSPITALARES,20.8,20.8,0.0,4.0,4.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068983, Qtd:4.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9382079,IOPROMIDA 769MG FR (ULTRAVIST 370MG/100ML),IOPROMIDA 100ML (ULTRAVIST),MEDICAMENTOS HOSPITALARES,1330.16,1330.2,-0.04,10.0,10.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓9382079 | Prod:48% | Esp:✓ | Data:mesma | Valor:≈,Texto:65% | Princípio:73% | Palavras:3
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9382740,ESPIRONOLACTONA COMP 25MG (ALDACTONE),ESPIRONOLACTONA 25MG (ALDACTONE) - COMP,MEDICAMENTOS HOSPITALARES,62.24,62.24,0.0,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9382740, Qtd:300.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,COLETOR DE URINA FECHADO,-,MATERIAIS HOSPITALARES,6.29,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,COLETOR DE URINA FECHADO,-,MATERIAIS HOSPITALARES,6.29,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9382078,IOPROMIDA 769MG FR (ULTRAVIST 370MG/100ML),-,MEDICAMENTOS HOSPITALARES,2660.32,,,20.0,,,❌ Não Conforme,Documento 9382078 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,DEXAMETASONA 4MG/ML AMP 2.5ML (DECADRON),-,MEDICAMENTOS HOSPITALARES,0.68,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,COLETOR DE URINA FECHADO,-,MATERIAIS HOSPITALARES,6.29,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,FIO ALGODAO 2-0 15X45 S/AG (SPA 44 T),-,MATERIAIS HOSPITALARES,4.77,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,"SORO FISIOLOGICO 0,9% 500 ML - S.FECHADO",-,MEDICAMENTOS HOSPITALARES,4.26,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,"SORO FISIOLOGICO 0,9% 500 ML - S.FECHADO",-,MEDICAMENTOS HOSPITALARES,4.26,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9381820,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,45.23,45.0,0.23,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9381820, Qtd:300.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"SORO FISIOLOGICO 0,9% 500 ML - S.FECHADO",-,MEDICAMENTOS HOSPITALARES,8.52,,,2.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA SANTA CRUZ - REDE CASA,5068684,SIMETICONA 40 MG (LUFTAL) - COMP,SIMETICONA 40MG COMP,MEDICAMENTOS HOSPITALARES,2.03,2.0,0.03,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068684, Qtd:20.0)",Quantidade exata
2025-12-01,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SANTA CRUZ - REDE CASA,5068807,SIMETICONA 40 MG (LUFTAL) - COMP,SIMETICONA 40MG COMP,MEDICAMENTOS HOSPITALARES,3.73,4.02,-0.29,40.0,40.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068807, Qtd:40.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,NALBUFINA 10MG/ML AMP 1ML (NUBAIN) (M.A.R),-,MEDICAMENTOS HOSPITALARES,10.28,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5070476,KIT DESCARTAVEL HIGIENIZACAO (DRYBATH / KIT ISOTEX),KIT DESCARTAVEL HIGIENIZACAO (DRYBATH / KIT ISOTEX),MATERIAIS HOSPITALARES,76.5,76.5,0.0,17.0,17.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:81% | Doc:✓5070476 | Prod:69% | Esp:✓ | Data:mesma | Valor:≈,Texto:100% | Princípio:100% | Palavras:4
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382518,EQUIPO INTRAFIX AIR C/ INJETOR LATERAL (SIMPLES),-,MATERIAIS HOSPITALARES,3.41,,,1.0,,,❌ Não Conforme,Documento 9382518 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382741,EQUIPO INTRAFIX AIR C/ INJETOR LATERAL (SIMPLES),-,MATERIAIS HOSPITALARES,3.41,,,1.0,,,❌ Não Conforme,Documento 9382741 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,EQUIPO INTRAFIX AIR C/ INJETOR LATERAL (SIMPLES),-,MATERIAIS HOSPITALARES,3.41,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,EQUIPO INTRAFIX AIR C/ INJETOR LATERAL (SIMPLES),-,MATERIAIS HOSPITALARES,3.41,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9382064,ALBUMINA HUMANA 20% FR 50 ML,ALBUMINA HUMANA 20% 50 ML - FA,MEDICAMENTOS HOSPITALARES,813.4,813.42,-0.02,6.0,6.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9382064, Qtd:6.0)",Quantidade exata
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5068603,"INVOLUCRO PESADO SMS AZUL 60GR 1,00 X 1,00 (WP11)","INVOLUCRO PESADO SMS AZUL 60GR 1,00 X 1,00 (WP11)",MATERIAIS HOSPITALARES,56.95,61.92,-4.97,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5068603, Qtd:30.0)",Quantidade exata
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9382523,CANULA GUEDEL NR 4,-,MATERIAIS HOSPITALARES,1.84,,,1.0,,,❌ Não Conforme,Documento 9382523 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9382064,"ENOXAPARINA SODICA SER 80MG 0,8ML(CLEXANE)(M.A.R)",ENOXAPARINA SODICA 80 MG 0.8ML (CLEXANE) - SERINGA,MEDICAMENTOS HOSPITALARES,153.36,153.4,-0.04,10.0,10.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9382064, Qtd:10.0)",Quantidade exata
2025-12-01,HOSPITAL CASA EVANGELICO,CASA DE PORTUGAL - REDE CASA,5068233,AGUA DESTILADA 10ML - AMP,-,MEDICAMENTOS HOSPITALARES,98.54,,,600.0,,,❌ Não Conforme,Item não encontrado (Casa Portugal),-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,"FIO MONOCRYL 4-0 45CM 3/8 AG 1,9 CM (Y 496 G)",-,MATERIAIS HOSPITALARES,13.72,,,1.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,9382065,NUTRIFLEX LIPID SPECIAL BAG 1875NL,NUTRIFLEX LIPID SPECIAL BOLSA 1875ML,MEDICAMENTOS HOSPITALARES,2050.56,2050.56,0.0,5.0,5.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:79% | Doc:✓9382065 | Prod:65% | Esp:✓ | Data:mesma | Valor:≈,Texto:91% | Princípio:100% | Palavras:3
2025-12-01,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9383197,CANETA P/ MARCACAO CIRURGICA PONTA REGULAR,-,MATERIAIS HOSPITALARES,20.11,,,2.0,,,❌ Não Conforme,Documento 9383197 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9381817,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,45.23,45.23,0.0,300.0,300.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9381817, Qtd:300.0)",Quantidade exata
2025-12-01,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA SAO BERNARDO - REDE CASA,5070589,CATETER PAM RADIAL 20G 80MM,CATETER RADIAL 22G X 5CM,MATERIAIS HOSPITALARES,229.67,229.67,0.0,2.0,2.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓5070589 | Prod:50% | Esp:✓ | Data:mesma | Valor:≈,Texto:75% | Princípio:72% | Palavras:2
2025-12-01,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9381814,MASCARA P/ TUBERCULOSE PFF 2 / N 95 (BICO DE PATO),MASCARA P/ TUBERCULOSE PPR 95 (BICO DE PATO),MATERIAIS HOSPITALARES,24.91,24.91,0.0,20.0,20.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:80% | Doc:✓9381814 | Prod:66% | Esp:✓ | Data:mesma | Valor:≈,Texto:91% | Princípio:100% | Palavras:4
2025-12-01,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9381817,MASCARA P/ TUBERCULOSE PFF 2 / N 95 (BICO DE PATO),MASCARA N 95 (BICO DE PATO),MATERIAIS HOSPITALARES,12.46,12.46,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓9381817 | Prod:49% | Esp:✓ | Data:mesma | Valor:≈,Texto:71% | Princípio:71% | Palavras:3
2025-12-01,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9381814,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,60.3,60.3,0.0,400.0,400.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9381814, Qtd:400.0)",Quantidade exata
